Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,087031,1960,04,19.3,Y
IDCJAC0002,087031,1960,05,14.3,Y
IDCJAC0002,087031,1960,06,13.5,Y
IDCJAC0002,087031,1960,07,12.7,Y
IDCJAC0002,087031,1960,08,13.1,Y
IDCJAC0002,087031,1960,09,15.9,Y
IDCJAC0002,087031,1960,10,19.5,Y
IDCJAC0002,087031,1960,11,19.3,Y
IDCJAC0002,087031,1960,12,26.0,Y
IDCJAC0002,087031,1961,01,29.0,Y
IDCJAC0002,087031,1961,02,26.4,Y
IDCJAC0002,087031,1961,03,23.9,Y
IDCJAC0002,087031,1961,04,21.5,Y
IDCJAC0002,087031,1961,05,17.3,Y
IDCJAC0002,087031,1961,06,14.9,Y
IDCJAC0002,087031,1961,07,13.7,Y
IDCJAC0002,087031,1961,08,15.2,Y
IDCJAC0002,087031,1961,09,18.4,Y
IDCJAC0002,087031,1961,10,21.8,Y
IDCJAC0002,087031,1961,11,23.1,Y
IDCJAC0002,087031,1961,12,25.4,Y
IDCJAC0002,087031,1962,01,26.0,Y
IDCJAC0002,087031,1962,02,25.0,Y
IDCJAC0002,087031,1962,03,25.4,Y
IDCJAC0002,087031,1962,04,21.6,Y
IDCJAC0002,087031,1962,05,15.9,Y
IDCJAC0002,087031,1962,06,16.0,Y
IDCJAC0002,087031,1962,07,14.6,Y
IDCJAC0002,087031,1962,08,14.5,Y
IDCJAC0002,087031,1962,09,17.1,Y
IDCJAC0002,087031,1962,10,17.4,Y
IDCJAC0002,087031,1962,11,21.9,Y
IDCJAC0002,087031,1962,12,23.9,Y
IDCJAC0002,087031,1963,01,26.0,Y
IDCJAC0002,087031,1963,02,23.7,Y
IDCJAC0002,087031,1963,03,23.2,Y
IDCJAC0002,087031,1963,04,19.9,Y
IDCJAC0002,087031,1963,05,15.6,Y
IDCJAC0002,087031,1963,06,14.3,Y
IDCJAC0002,087031,1963,07,12.7,Y
IDCJAC0002,087031,1963,08,15.1,Y
IDCJAC0002,087031,1963,09,17.1,Y
IDCJAC0002,087031,1963,10,20.6,Y
IDCJAC0002,087031,1963,11,21.5,Y
IDCJAC0002,087031,1963,12,24.5,Y
IDCJAC0002,087031,1964,01,25.8,Y
IDCJAC0002,087031,1964,02,23.7,Y
IDCJAC0002,087031,1964,03,23.6,Y
IDCJAC0002,087031,1964,04,19.4,Y
IDCJAC0002,087031,1964,05,17.1,Y
IDCJAC0002,087031,1964,06,14.5,Y
IDCJAC0002,087031,1964,07,13.5,Y
IDCJAC0002,087031,1964,08,14.9,Y
IDCJAC0002,087031,1964,09,16.8,Y
IDCJAC0002,087031,1964,10,17.8,Y
IDCJAC0002,087031,1964,11,21.3,Y
IDCJAC0002,087031,1964,12,20.9,Y
IDCJAC0002,087031,1965,01,23.7,Y
IDCJAC0002,087031,1965,02,26.3,Y
IDCJAC0002,087031,1965,03,24.4,Y
IDCJAC0002,087031,1965,04,18.2,Y
IDCJAC0002,087031,1965,05,17.2,Y
IDCJAC0002,087031,1965,06,14.9,Y
IDCJAC0002,087031,1965,07,13.1,Y
IDCJAC0002,087031,1965,08,15.4,Y
IDCJAC0002,087031,1965,09,18.2,Y
IDCJAC0002,087031,1965,10,21.0,Y
IDCJAC0002,087031,1965,11,21.0,Y
IDCJAC0002,087031,1965,12,25.2,Y
IDCJAC0002,087031,1966,01,26.1,Y
IDCJAC0002,087031,1966,02,23.6,Y
IDCJAC0002,087031,1966,03,24.3,Y
IDCJAC0002,087031,1966,04,20.1,Y
IDCJAC0002,087031,1966,05,16.8,Y
IDCJAC0002,087031,1966,06,13.7,Y
IDCJAC0002,087031,1966,07,13.2,Y
IDCJAC0002,087031,1966,08,14.4,Y
IDCJAC0002,087031,1966,09,16.8,Y
IDCJAC0002,087031,1966,10,18.4,Y
IDCJAC0002,087031,1966,11,22.0,Y
IDCJAC0002,087031,1966,12,22.8,Y
IDCJAC0002,087031,1967,01,23.8,Y
IDCJAC0002,087031,1967,02,27.3,Y
IDCJAC0002,087031,1967,03,23.8,Y
IDCJAC0002,087031,1967,04,21.7,Y
IDCJAC0002,087031,1967,05,18.0,Y
IDCJAC0002,087031,1967,06,14.4,Y
IDCJAC0002,087031,1967,07,14.0,Y
IDCJAC0002,087031,1967,08,14.4,Y
IDCJAC0002,087031,1967,09,16.7,Y
IDCJAC0002,087031,1967,10,20.8,Y
IDCJAC0002,087031,1967,11,22.7,Y
IDCJAC0002,087031,1967,12,22.4,Y
IDCJAC0002,087031,1968,01,27.7,Y
IDCJAC0002,087031,1968,02,28.4,Y
IDCJAC0002,087031,1968,03,25.4,Y
IDCJAC0002,087031,1968,04,22.8,Y
IDCJAC0002,087031,1968,05,15.3,Y
IDCJAC0002,087031,1968,06,13.2,Y
IDCJAC0002,087031,1968,07,12.9,Y
IDCJAC0002,087031,1968,08,14.6,Y
IDCJAC0002,087031,1968,09,16.7,Y
IDCJAC0002,087031,1968,10,19.7,Y
IDCJAC0002,087031,1968,11,21.8,Y
IDCJAC0002,087031,1968,12,22.9,Y
IDCJAC0002,087031,1969,01,28.1,Y
IDCJAC0002,087031,1969,02,25.9,Y
IDCJAC0002,087031,1969,03,23.1,Y
IDCJAC0002,087031,1969,04,21.3,Y
IDCJAC0002,087031,1969,05,15.9,Y
IDCJAC0002,087031,1969,06,13.6,Y
IDCJAC0002,087031,1969,07,15.2,Y
IDCJAC0002,087031,1969,08,15.4,Y
IDCJAC0002,087031,1969,09,14.4,Y
IDCJAC0002,087031,1969,10,18.8,Y
IDCJAC0002,087031,1969,11,21.1,Y
IDCJAC0002,087031,1969,12,22.9,Y
IDCJAC0002,087031,1970,01,24.2,Y
IDCJAC0002,087031,1970,02,25.3,Y
IDCJAC0002,087031,1970,03,22.8,Y
IDCJAC0002,087031,1970,04,21.1,Y
IDCJAC0002,087031,1970,05,15.4,Y
IDCJAC0002,087031,1970,06,14.1,Y
IDCJAC0002,087031,1970,07,14.0,Y
IDCJAC0002,087031,1970,08,14.3,Y
IDCJAC0002,087031,1970,09,15.3,Y
IDCJAC0002,087031,1970,10,19.1,Y
IDCJAC0002,087031,1970,11,21.4,Y
IDCJAC0002,087031,1970,12,24.2,Y
IDCJAC0002,087031,1971,01,25.7,Y
IDCJAC0002,087031,1971,02,27.3,Y
IDCJAC0002,087031,1971,03,25.8,Y
IDCJAC0002,087031,1971,04,22.1,Y
IDCJAC0002,087031,1971,05,16.5,Y
IDCJAC0002,087031,1971,06,14.2,Y
IDCJAC0002,087031,1971,07,13.9,Y
IDCJAC0002,087031,1971,08,14.8,Y
IDCJAC0002,087031,1971,09,16.7,Y
IDCJAC0002,087031,1971,10,18.7,Y
IDCJAC0002,087031,1971,11,20.1,Y
IDCJAC0002,087031,1971,12,24.5,Y
IDCJAC0002,087031,1972,01,24.8,Y
IDCJAC0002,087031,1972,02,27.3,Y
IDCJAC0002,087031,1972,03,23.4,Y
IDCJAC0002,087031,1972,04,20.6,Y
IDCJAC0002,087031,1972,05,17.7,Y
IDCJAC0002,087031,1972,06,14.2,Y
IDCJAC0002,087031,1972,07,14.2,Y
IDCJAC0002,087031,1972,08,15.7,Y
IDCJAC0002,087031,1972,09,19.9,Y
IDCJAC0002,087031,1972,10,20.2,Y
IDCJAC0002,087031,1972,11,21.1,Y
IDCJAC0002,087031,1972,12,26.4,Y
IDCJAC0002,087031,1973,01,27.7,Y
IDCJAC0002,087031,1973,02,25.6,Y
IDCJAC0002,087031,1973,03,21.9,Y
IDCJAC0002,087031,1973,04,21.3,Y
IDCJAC0002,087031,1973,05,17.1,Y
IDCJAC0002,087031,1973,06,13.6,Y
IDCJAC0002,087031,1973,07,13.4,Y
IDCJAC0002,087031,1973,08,14.4,Y
IDCJAC0002,087031,1973,09,18.1,Y
IDCJAC0002,087031,1973,10,20.4,Y
IDCJAC0002,087031,1973,11,20.4,Y
IDCJAC0002,087031,1973,12,25.6,Y
IDCJAC0002,087031,1974,01,28.3,Y
IDCJAC0002,087031,1974,02,25.7,Y
IDCJAC0002,087031,1974,03,26.2,Y
IDCJAC0002,087031,1974,04,19.3,Y
IDCJAC0002,087031,1974,05,17.4,Y
IDCJAC0002,087031,1974,06,14.5,Y
IDCJAC0002,087031,1974,07,14.0,Y
IDCJAC0002,087031,1974,08,14.4,Y
IDCJAC0002,087031,1974,09,15.8,Y
IDCJAC0002,087031,1974,10,18.1,Y
IDCJAC0002,087031,1974,11,20.1,Y
IDCJAC0002,087031,1974,12,23.4,Y
IDCJAC0002,087031,1975,01,23.8,Y
IDCJAC0002,087031,1975,02,26.8,Y
IDCJAC0002,087031,1975,03,23.3,Y
IDCJAC0002,087031,1975,04,19.2,Y
IDCJAC0002,087031,1975,05,18.6,Y
IDCJAC0002,087031,1975,06,13.7,Y
IDCJAC0002,087031,1975,07,15.7,Y
IDCJAC0002,087031,1975,08,14.4,Y
IDCJAC0002,087031,1975,09,17.8,Y
IDCJAC0002,087031,1975,10,18.6,Y
IDCJAC0002,087031,1975,11,22.0,Y
IDCJAC0002,087031,1975,12,24.1,Y
IDCJAC0002,087031,1976,01,25.5,Y
IDCJAC0002,087031,1976,02,26.8,Y
IDCJAC0002,087031,1976,03,24.0,Y
IDCJAC0002,087031,1976,04,20.7,Y
IDCJAC0002,087031,1976,05,17.2,Y
IDCJAC0002,087031,1976,06,14.5,Y
IDCJAC0002,087031,1976,07,14.7,Y
IDCJAC0002,087031,1976,08,15.0,Y
IDCJAC0002,087031,1976,09,16.3,Y
IDCJAC0002,087031,1976,10,17.0,Y
IDCJAC0002,087031,1976,11,21.1,Y
IDCJAC0002,087031,1976,12,25.1,Y
IDCJAC0002,087031,1977,01,25.6,Y
IDCJAC0002,087031,1977,02,26.1,Y
IDCJAC0002,087031,1977,03,23.8,Y
IDCJAC0002,087031,1977,04,18.7,Y
IDCJAC0002,087031,1977,05,16.4,Y
IDCJAC0002,087031,1977,06,13.5,Y
IDCJAC0002,087031,1977,07,13.3,Y
IDCJAC0002,087031,1977,08,16.8,Y
IDCJAC0002,087031,1977,09,15.7,Y
IDCJAC0002,087031,1977,10,21.2,Y
IDCJAC0002,087031,1977,11,21.8,Y
IDCJAC0002,087031,1977,12,24.0,Y
IDCJAC0002,087031,1978,01,24.4,Y
IDCJAC0002,087031,1978,02,24.6,Y
IDCJAC0002,087031,1978,03,22.8,Y
IDCJAC0002,087031,1978,04,19.4,Y
IDCJAC0002,087031,1978,05,18.3,Y
IDCJAC0002,087031,1978,06,13.7,Y
IDCJAC0002,087031,1978,07,13.3,Y
IDCJAC0002,087031,1978,08,13.8,Y
IDCJAC0002,087031,1978,09,16.9,Y
IDCJAC0002,087031,1978,10,20.2,Y
IDCJAC0002,087031,1978,11,21.4,Y
IDCJAC0002,087031,1978,12,21.5,Y
IDCJAC0002,087031,1979,01,27.4,Y
IDCJAC0002,087031,1979,02,26.1,Y
IDCJAC0002,087031,1979,03,24.8,Y
IDCJAC0002,087031,1979,04,19.3,Y
IDCJAC0002,087031,1979,05,16.4,Y
IDCJAC0002,087031,1979,06,15.6,Y
IDCJAC0002,087031,1979,07,14.3,Y
IDCJAC0002,087031,1979,08,14.7,Y
IDCJAC0002,087031,1979,09,16.9,Y
IDCJAC0002,087031,1979,10,19.5,Y
IDCJAC0002,087031,1979,11,21.7,Y
IDCJAC0002,087031,1979,12,26.4,Y
IDCJAC0002,087031,1980,01,24.2,Y
IDCJAC0002,087031,1980,02,25.1,Y
IDCJAC0002,087031,1980,03,23.4,Y
IDCJAC0002,087031,1980,04,22.0,Y
IDCJAC0002,087031,1980,05,18.8,Y
IDCJAC0002,087031,1980,06,14.1,Y
IDCJAC0002,087031,1980,07,13.8,Y
IDCJAC0002,087031,1980,08,16.5,Y
IDCJAC0002,087031,1980,09,19.4,Y
IDCJAC0002,087031,1980,10,20.6,Y
IDCJAC0002,087031,1980,11,23.0,Y
IDCJAC0002,087031,1980,12,25.9,Y
IDCJAC0002,087031,1981,01,29.4,Y
IDCJAC0002,087031,1981,02,28.0,Y
IDCJAC0002,087031,1981,03,23.4,Y
IDCJAC0002,087031,1981,04,22.4,Y
IDCJAC0002,087031,1981,05,17.2,Y
IDCJAC0002,087031,1981,06,14.3,Y
IDCJAC0002,087031,1981,07,14.0,Y
IDCJAC0002,087031,1981,08,14.6,Y
IDCJAC0002,087031,1981,09,18.6,Y
IDCJAC0002,087031,1981,10,20.2,Y
IDCJAC0002,087031,1981,11,21.3,Y
IDCJAC0002,087031,1981,12,23.6,Y
IDCJAC0002,087031,1982,01,27.9,Y
IDCJAC0002,087031,1982,02,26.6,Y
IDCJAC0002,087031,1982,03,25.2,Y
IDCJAC0002,087031,1982,04,21.4,Y
IDCJAC0002,087031,1982,05,17.5,Y
IDCJAC0002,087031,1982,06,13.6,Y
IDCJAC0002,087031,1982,07,13.1,Y
IDCJAC0002,087031,1982,08,17.8,Y
IDCJAC0002,087031,1982,09,16.7,Y
IDCJAC0002,087031,1982,10,19.8,Y
IDCJAC0002,087031,1982,11,25.2,Y
IDCJAC0002,087031,1982,12,23.6,Y
IDCJAC0002,087031,1983,01,24.4,Y
IDCJAC0002,087031,1983,02,28.8,Y
IDCJAC0002,087031,1983,03,24.0,Y
IDCJAC0002,087031,1983,04,18.2,Y
IDCJAC0002,087031,1983,05,16.7,Y
IDCJAC0002,087031,1983,06,13.3,Y
IDCJAC0002,087031,1983,07,12.8,Y
IDCJAC0002,087031,1983,08,15.2,Y
IDCJAC0002,087031,1983,09,16.3,Y
IDCJAC0002,087031,1983,10,17.4,Y
IDCJAC0002,087031,1983,11,20.4,Y
IDCJAC0002,087031,1983,12,24.0,Y
IDCJAC0002,087031,1984,01,23.9,Y
IDCJAC0002,087031,1984,02,26.0,Y
IDCJAC0002,087031,1984,03,22.5,Y
IDCJAC0002,087031,1984,04,19.5,Y
IDCJAC0002,087031,1984,05,18.0,Y
IDCJAC0002,087031,1984,06,15.1,Y
IDCJAC0002,087031,1984,07,12.9,Y
IDCJAC0002,087031,1984,08,15.5,Y
IDCJAC0002,087031,1984,09,15.3,Y
IDCJAC0002,087031,1984,10,19.6,Y
IDCJAC0002,087031,1984,11,22.4,Y
IDCJAC0002,087031,1984,12,22.6,Y
IDCJAC0002,087031,1985,01,24.3,Y
IDCJAC0002,087031,1985,02,24.7,Y
IDCJAC0002,087031,1985,03,25.6,Y
IDCJAC0002,087031,1985,04,21.8,Y
IDCJAC0002,087031,1985,05,17.9,Y
IDCJAC0002,087031,1985,06,14.1,Y
IDCJAC0002,087031,1985,07,13.4,Y
IDCJAC0002,087031,1985,08,14.5,Y
IDCJAC0002,087031,1985,09,15.6,Y
IDCJAC0002,087031,1985,10,19.6,Y
IDCJAC0002,087031,1985,11,20.7,Y
IDCJAC0002,087031,1985,12,23.2,Y
IDCJAC0002,087031,1986,01,22.9,Y
IDCJAC0002,087031,1986,02,26.0,Y
IDCJAC0002,087031,1986,03,25.4,Y
IDCJAC0002,087031,1986,04,19.9,Y
IDCJAC0002,087031,1986,05,16.4,Y
IDCJAC0002,087031,1986,06,13.2,Y
IDCJAC0002,087031,1986,07,13.1,Y
IDCJAC0002,087031,1986,08,14.6,Y
IDCJAC0002,087031,1986,09,16.0,Y
IDCJAC0002,087031,1986,10,17.8,Y
IDCJAC0002,087031,1986,11,20.9,Y
IDCJAC0002,087031,1986,12,22.9,Y
IDCJAC0002,087031,1987,01,24.1,Y
IDCJAC0002,087031,1987,02,25.6,Y
IDCJAC0002,087031,1987,03,21.3,Y
IDCJAC0002,087031,1987,04,21.0,Y
IDCJAC0002,087031,1987,05,16.7,Y
IDCJAC0002,087031,1987,06,14.1,Y
IDCJAC0002,087031,1987,07,13.4,Y
IDCJAC0002,087031,1987,08,14.5,Y
IDCJAC0002,087031,1987,09,18.2,Y
IDCJAC0002,087031,1987,10,18.5,Y
IDCJAC0002,087031,1987,11,22.2,Y
IDCJAC0002,087031,1987,12,21.7,Y
IDCJAC0002,087031,1988,01,27.5,Y
IDCJAC0002,087031,1988,02,23.8,Y
IDCJAC0002,087031,1988,03,24.7,Y
IDCJAC0002,087031,1988,04,21.3,Y
IDCJAC0002,087031,1988,05,17.7,Y
IDCJAC0002,087031,1988,06,15.1,Y
IDCJAC0002,087031,1988,07,14.3,Y
IDCJAC0002,087031,1988,08,15.2,Y
IDCJAC0002,087031,1988,09,18.1,Y
IDCJAC0002,087031,1988,10,20.8,Y
IDCJAC0002,087031,1988,11,21.7,Y
IDCJAC0002,087031,1988,12,23.6,Y
IDCJAC0002,087031,1989,01,24.8,Y
IDCJAC0002,087031,1989,02,26.5,Y
IDCJAC0002,087031,1989,03,23.9,Y
IDCJAC0002,087031,1989,04,20.5,Y
IDCJAC0002,087031,1989,05,17.1,Y
IDCJAC0002,087031,1989,06,13.3,Y
IDCJAC0002,087031,1989,07,13.0,Y
IDCJAC0002,087031,1989,08,13.4,Y
IDCJAC0002,087031,1989,09,16.5,Y
IDCJAC0002,087031,1989,10,18.4,Y
IDCJAC0002,087031,1989,11,21.6,Y
IDCJAC0002,087031,1989,12,24.7,Y
IDCJAC0002,087031,1990,01,26.1,Y
IDCJAC0002,087031,1990,02,24.3,Y
IDCJAC0002,087031,1990,03,24.7,Y
IDCJAC0002,087031,1990,04,20.7,Y
IDCJAC0002,087031,1990,05,17.4,Y
IDCJAC0002,087031,1990,06,14.5,Y
IDCJAC0002,087031,1990,07,14.1,Y
IDCJAC0002,087031,1990,08,13.9,Y
IDCJAC0002,087031,1990,09,16.6,Y
IDCJAC0002,087031,1990,10,19.5,Y
IDCJAC0002,087031,1990,11,22.4,Y
IDCJAC0002,087031,1990,12,25.6,Y
IDCJAC0002,087031,1991,01,25.1,Y
IDCJAC0002,087031,1991,02,24.6,Y
IDCJAC0002,087031,1991,03,23.8,Y
IDCJAC0002,087031,1991,04,20.2,Y
IDCJAC0002,087031,1991,05,16.5,Y
IDCJAC0002,087031,1991,06,15.4,Y
IDCJAC0002,087031,1991,07,13.4,Y
IDCJAC0002,087031,1991,08,14.4,Y
IDCJAC0002,087031,1991,09,16.0,Y
IDCJAC0002,087031,1991,10,20.8,Y
IDCJAC0002,087031,1991,11,21.8,Y
IDCJAC0002,087031,1991,12,22.0,Y
IDCJAC0002,087031,1992,01,21.7,Y
